transaction_id,account_id,transaction_time,amount,merchant_category,ip_country,device_id,channel,is_fraud_txn
174,694,2025-02-11 07:49:00,31.98,Electronics,US,dev_342,pos,0
175,423,2025-01-26 12:57:00,59.06,GiftCards,GB,dev_596,web,0
176,912,2025-02-25 04:13:00,232.33,GiftCards,US,dev_496,mobile,0
177,140,2025-02-28 23:12:00,159.85,Travel,US,dev_443,web,0
178,33,2025-03-30 18:03:00,73.75,Grocery,CA,dev_569,mobile,0
179,176,2025-02-13 07:56:00,77.31,Electronics,GB,dev_274,pos,0
180,994,2025-03-12 07:05:00,105.87,Restaurants,CA,dev_982,web,0
181,606,2025-03-02 14:17:00,8.55,GiftCards,US,dev_353,mobile,0
182,445,2025-03-16 07:57:00,232.23,Electronics,GB,dev_105,mobile,0
183,46,2025-01-06 15:46:00,193.31,Grocery,CA,dev_643,mobile,0
184,491,2025-03-31 03:28:00,25.36,Grocery,CA,dev_323,web,0
185,368,2025-02-07 07:41:00,249.74,Grocery,CA,dev_785,mobile,0
186,166,2025-02-28 18:47:00,148.0,GiftCards,CA,dev_890,web,0
187,896,2025-02-21 05:50:00,218.53,Fuel,CA,dev_820,pos,0
188,2,2025-03-22 02:24:00,223.89,Travel,GB,dev_133,mobile,0
189,437,2025-02-04 22:39:00,137.9,Electronics,US,dev_735,mobile,0
190,754,2025-01-08 16:58:00,170.29,Grocery,US,dev_492,mobile,0
191,477,2025-03-21 01:23:00,94.78,Fuel,GB,dev_821,web,0
192,575,2025-01-27 04:21:00,63.47,Grocery,CA,dev_855,pos,0
193,893,2025-03-31 06:48:00,187.53,Electronics,US,dev_461,mobile,0
194,516,2025-03-29 13:17:00,18.34,Travel,US,dev_563,mobile,0
195,514,2025-03-09 03:30:00,178.91,Fuel,GB,dev_399,mobile,0
196,636,2025-02-17 21:44:00,203.15,Grocery,US,dev_568,web,0
197,83,2025-02-20 05:18:00,239.77,Grocery,US,dev_268,mobile,0
198,115,2025-03-31 04:31:00,41.87,Electronics,GB,dev_742,web,0
199,301,2025-02-23 21:34:00,233.27,GiftCards,US,dev_530,mobile,0
200,756,2025-03-24 00:18:00,51.32,Grocery,US,dev_954,pos,0
201,661,2025-02-12 13:37:00,88.98,Fuel,US,dev_597,pos,0
202,682,2025-03-31 16:53:00,139.37,GiftCards,US,dev_680,web,0
203,920,2025-02-09 05:50:00,1607.46,Electronics,RU,dev_251,mobile,1
204,292,2025-02-28 05:39:00,231.41,Fuel,GB,dev_392,web,0
205,997,2025-01-23 22:44:00,226.65,Electronics,US,dev_343,web,0
206,43,2025-02-10 18:08:00,95.57,Electronics,GB,dev_824,web,0
207,682,2025-02-10 11:09:00,96.36,Restaurants,US,dev_646,mobile,0
208,125,2025-01-04 12:59:00,127.36,Electronics,CA,dev_427,web,0
209,5,2025-03-11 16:21:00,163.57,Travel,CA,dev_396,pos,0
210,683,2025-01-19 18:46:00,227.19,GiftCards,US,dev_805,web,0
211,750,2025-03-03 01:08:00,171.11,Grocery,US,dev_125,mobile,0
212,633,2025-01-29 14:22:00,27.66,Grocery,GB,dev_756,web,0
213,598,2025-03-09 07:50:00,234.24,Travel,US,dev_123,web,0
214,552,2025-02-27 21:42:00,239.62,Restaurants,CA,dev_299,mobile,0
215,326,2025-03-19 19:32:00,236.13,Fuel,US,dev_507,web,0
216,734,2025-02-24 11:24:00,96.34,Travel,US,dev_459,mobile,0
217,457,2025-03-13 02:13:00,183.32,GiftCards,CA,dev_922,mobile,0
218,296,2025-01-21 23:57:00,108.84,GiftCards,US,dev_955,pos,0
219,613,2025-01-12 04:13:00,79.29,Restaurants,US,dev_167,pos,0
220,775,2025-02-18 02:00:00,105.32,Travel,CA,dev_279,pos,0
221,474,2025-03-14 04:12:00,50.57,GiftCards,US,dev_667,mobile,0
222,44,2025-02-08 18:19:00,126.05,Fuel,CA,dev_329,web,0
223,811,2025-01-01 04:16:00,78.54,Fuel,CA,dev_227,pos,0
224,682,2025-02-06 13:11:00,125.51,Fuel,US,dev_129,web,0
225,784,2025-02-05 15:04:00,151.73,Travel,GB,dev_592,pos,0
226,447,2025-02-03 20:43:00,121.63,Fuel,US,dev_482,pos,0
227,751,2025-03-15 00:54:00,68.59,Restaurants,US,dev_249,mobile,0
228,473,2025-03-30 04:22:00,45.01,Travel,US,dev_529,pos,0
229,934,2025-02-15 01:18:00,76.46,Fuel,US,dev_626,web,0
230,785,2025-03-22 05:48:00,28.15,Electronics,GB,dev_430,mobile,0
231,847,2025-03-29 09:17:00,172.93,Fuel,US,dev_198,pos,0
232,594,2025-02-15 04:00:00,38.55,Travel,US,dev_897,mobile,0
233,422,2025-02-13 05:06:00,58.38,Restaurants,US,dev_951,web,0
234,815,2025-03-13 19:44:00,208.7,Restaurants,GB,dev_829,pos,0
235,720,2025-01-15 13:29:00,229.43,Grocery,US,dev_117,mobile,0
236,357,2025-02-09 22:23:00,39.06,GiftCards,GB,dev_635,mobile,0
237,177,2025-02-08 00:47:00,204.57,Electronics,US,dev_977,pos,0
238,146,2025-03-30 07:19:00,35.71,Electronics,US,dev_535,pos,0
239,782,2025-01-15 02:01:00,194.8,GiftCards,US,dev_301,web,0
240,34,2025-03-26 16:37:00,19.52,Grocery,US,dev_144,web,0
241,309,2025-03-27 00:48:00,28.64,Grocery,GB,dev_310,pos,0
242,923,2025-01-26 05:42:00,91.13,Grocery,US,dev_966,pos,0
243,965,2025-02-05 18:22:00,91.29,Restaurants,GB,dev_347,pos,0
244,584,2025-01-09 03:52:00,146.64,Grocery,GB,dev_322,pos,0
245,197,2025-02-06 05:57:00,189.73,Grocery,US,dev_319,pos,0
246,872,2025-03-02 11:44:00,149.4,GiftCards,US,dev_285,mobile,0
247,389,2025-02-24 06:32:00,60.75,Grocery,US,dev_226,mobile,0
248,113,2025-03-08 04:31:00,191.76,Fuel,US,dev_670,pos,0
249,42,2025-01-11 10:31:00,33.35,Travel,CA,dev_714,pos,0
250,320,2025-03-29 14:14:00,76.19,GiftCards,US,dev_977,web,0
251,917,2025-03-02 21:23:00,48.93,Fuel,CA,dev_788,web,0
252,406,2025-02-26 16:42:00,170.75,Grocery,US,dev_504,mobile,0
253,712,2025-03-17 03:47:00,231.7,Electronics,US,dev_472,web,0
254,347,2025-01-26 19:54:00,247.71,Grocery,US,dev_958,mobile,0
255,743,2025-03-05 08:48:00,179.81,Restaurants,GB,dev_379,pos,0
256,966,2025-02-21 11:30:00,168.34,GiftCards,CA,dev_623,mobile,0
257,151,2025-02-28 03:07:00,66.42,GiftCards,US,dev_743,web,0
258,31,2025-01-13 23:03:00,208.43,GiftCards,US,dev_283,mobile,0
259,620,2025-03-28 10:09:00,79.17,Restaurants,US,dev_878,web,0
260,677,2025-03-08 15:50:00,119.18,Travel,CA,dev_602,pos,0
261,268,2025-03-11 10:51:00,215.62,Restaurants,US,dev_882,web,0
262,441,2025-01-16 12:28:00,82.07,GiftCards,CA,dev_570,web,0
263,34,2025-01-23 17:42:00,215.79,Travel,US,dev_603,mobile,0
264,138,2025-02-09 22:24:00,124.43,Grocery,GB,dev_791,mobile,0
265,676,2025-03-12 21:34:00,145.19,GiftCards,GB,dev_974,web,0
266,519,2025-01-08 12:16:00,126.2,GiftCards,GB,dev_792,mobile,0
267,785,2025-02-06 10:03:00,11.9,Grocery,US,dev_957,mobile,0
268,358,2025-03-16 00:48:00,223.38,Travel,CA,dev_199,mobile,0
269,354,2025-02-15 13:22:00,18.83,Electronics,US,dev_340,pos,0
270,320,2025-03-17 02:58:00,217.89,Grocery,US,dev_273,web,0
271,552,2025-02-11 01:29:00,166.15,GiftCards,GB,dev_627,mobile,0
272,274,2025-01-03 22:30:00,149.06,Travel,CA,dev_684,mobile,0
273,331,2025-03-15 03:51:00,124.65,Fuel,US,dev_444,mobile,0
274,515,2025-03-27 10:10:00,155.63,Travel,CA,dev_306,mobile,0
275,651,2025-01-10 17:13:00,75.4,Grocery,US,dev_687,mobile,0
276,824,2025-01-29 19:47:00,239.7,Fuel,GB,dev_197,pos,0
277,345,2025-02-04 02:36:00,201.29,GiftCards,CA,dev_314,mobile,0
278,815,2025-01-10 20:52:00,78.95,Travel,CA,dev_779,pos,0
279,321,2025-01-26 13:25:00,66.56,Restaurants,CA,dev_787,pos,0
280,185,2025-01-03 20:45:00,50.7,GiftCards,US,dev_776,pos,0
281,961,2025-03-01 08:59:00,161.29,Restaurants,CA,dev_679,pos,0
282,642,2025-01-08 16:12:00,94.25,Electronics,US,dev_254,pos,0
283,702,2025-02-08 13:26:00,83.07,Grocery,US,dev_966,mobile,0
284,274,2025-02-06 20:10:00,67.83,Restaurants,US,dev_515,web,0
285,117,2025-01-20 06:01:00,65.17,Travel,CA,dev_597,pos,0
286,447,2025-02-24 20:57:00,14.07,Electronics,US,dev_239,web,0
287,265,2025-02-05 21:35:00,48.12,Grocery,CA,dev_901,web,0
288,57,2025-01-11 10:38:00,78.0,Grocery,CA,dev_472,pos,0
289,674,2025-01-12 12:53:00,182.44,Electronics,US,dev_214,pos,0
290,753,2025-03-06 03:33:00,167.73,Restaurants,GB,dev_357,mobile,0
291,906,2025-01-12 07:38:00,34.96,Travel,US,dev_952,pos,0
292,755,2025-02-19 23:47:00,62.8,GiftCards,US,dev_247,web,0
293,180,2025-01-28 08:28:00,105.05,Restaurants,US,dev_602,pos,0
294,384,2025-03-31 03:20:00,138.71,GiftCards,US,dev_384,web,0
295,372,2025-03-02 22:23:00,206.23,Grocery,GB,dev_135,pos,0
296,679,2025-01-07 22:58:00,198.26,Electronics,US,dev_665,mobile,0
297,317,2025-03-23 22:23:00,226.27,Fuel,US,dev_647,web,0
298,879,2025-02-26 12:00:00,227.9,GiftCards,US,dev_408,web,0
299,959,2025-01-31 09:13:00,215.56,Electronics,CA,dev_746,mobile,0
300,901,2025-03-24 13:50:00,13.3,Grocery,CA,dev_582,pos,0
301,423,2025-02-12 22:27:00,219.81,Grocery,US,dev_815,mobile,0
302,519,2025-01-09 11:26:00,152.52,Restaurants,US,dev_564,pos,0
303,29,2025-01-07 20:41:00,50.02,GiftCards,US,dev_103,mobile,0
304,205,2025-03-22 09:20:00,146.07,Grocery,US,dev_355,pos,0
305,731,2025-03-25 04:54:00,150.53,GiftCards,US,dev_562,mobile,0
306,895,2025-01-18 08:11:00,173.43,Travel,US,dev_303,web,0
307,425,2025-02-17 05:25:00,219.72,Restaurants,US,dev_121,web,0
308,946,2025-03-13 20:39:00,158.52,Grocery,CA,dev_303,mobile,0
309,719,2025-01-22 01:25:00,156.41,Restaurants,US,dev_252,web,0
310,982,2025-02-17 05:36:00,33.75,Fuel,GB,dev_545,mobile,0
311,848,2025-03-28 15:07:00,60.0,Electronics,US,dev_982,mobile,0
312,295,2025-03-05 12:08:00,110.67,Electronics,GB,dev_320,mobile,0
313,745,2025-03-28 06:26:00,49.19,Electronics,US,dev_397,mobile,0
314,242,2025-03-21 14:58:00,65.84,Restaurants,CA,dev_187,web,0
315,481,2025-01-18 10:44:00,102.4,Electronics,CA,dev_825,mobile,0
316,754,2025-03-18 08:04:00,28.34,Grocery,US,dev_440,web,0
317,483,2025-02-15 19:42:00,241.97,Restaurants,US,dev_105,mobile,0
318,517,2025-03-21 12:19:00,244.49,Fuel,US,dev_235,pos,0
319,43,2025-03-16 05:16:00,1630.67,Electronics,US,dev_235,web,1
320,325,2025-03-09 13:09:00,68.8,Travel,US,dev_230,mobile,0
321,893,2025-02-05 23:23:00,231.93,Travel,US,dev_727,mobile,0
322,530,2025-02-10 13:57:00,45.42,Fuel,CA,dev_882,web,0
323,570,2025-03-26 20:51:00,112.8,Electronics,US,dev_155,web,0
324,188,2025-01-05 15:16:00,45.07,GiftCards,CA,dev_218,mobile,0
325,42,2025-02-26 11:45:00,142.41,GiftCards,CA,dev_215,pos,0
326,888,2025-01-19 03:22:00,27.93,Travel,US,dev_954,web,0
327,768,2025-03-07 08:36:00,223.27,Restaurants,US,dev_697,web,0
328,539,2025-03-15 05:26:00,230.5,Electronics,CA,dev_793,web,0
329,909,2025-02-12 00:18:00,171.92,Fuel,US,dev_503,mobile,0
330,605,2025-01-14 10:09:00,12.07,GiftCards,CA,dev_564,pos,0
331,979,2025-02-04 19:42:00,6.42,Grocery,GB,dev_563,mobile,0
332,971,2025-03-14 04:13:00,216.5,Fuel,US,dev_430,web,0
333,762,2025-01-10 17:38:00,98.44,GiftCards,US,dev_282,web,0
334,989,2025-02-21 02:01:00,213.82,Electronics,CA,dev_898,mobile,0
335,292,2025-03-24 20:09:00,34.55,GiftCards,CA,dev_853,mobile,0
336,926,2025-03-29 19:08:00,92.97,Grocery,US,dev_624,web,0
337,502,2025-02-27 12:30:00,70.78,Restaurants,CA,dev_192,mobile,0
338,831,2025-02-17 19:11:00,111.36,GiftCards,US,dev_141,pos,0
339,350,2025-03-01 21:14:00,163.66,Fuel,US,dev_607,pos,0
340,645,2025-03-24 16:05:00,76.22,GiftCards,US,dev_920,mobile,0
341,308,2025-01-20 04:43:00,211.18,Restaurants,CA,dev_402,pos,0
342,49,2025-03-12 02:58:00,16.05,Grocery,GB,dev_535,mobile,0
343,97,2025-03-01 21:46:00,144.28,Travel,US,dev_360,pos,0
344,84,2025-03-06 00:07:00,186.43,GiftCards,US,dev_905,web,0
345,864,2025-02-20 01:05:00,106.98,Fuel,US,dev_421,pos,0
346,742,2025-02-28 21:28:00,157.83,Travel,US,dev_992,web,0
347,217,2025-01-24 02:47:00,245.64,Travel,US,dev_544,pos,0
348,19,2025-01-01 12:07:00,8.26,Fuel,CA,dev_571,pos,0
349,415,2025-03-26 23:38:00,182.85,Travel,GB,dev_932,pos,0
350,370,2025-03-30 21:44:00,170.4,Travel,US,dev_228,web,0
351,15,2025-01-25 03:52:00,8.89,Electronics,US,dev_314,mobile,0
352,665,2025-01-19 20:15:00,111.77,Fuel,GB,dev_295,web,0
353,309,2025-03-01 04:30:00,108.36,Grocery,US,dev_256,pos,0
354,720,2025-02-26 15:30:00,9.81,GiftCards,GB,dev_348,web,0
355,302,2025-03-14 12:03:00,86.79,Grocery,CA,dev_525,mobile,0
356,755,2025-03-16 19:46:00,140.8,Travel,US,dev_599,mobile,0
357,498,2025-03-07 18:46:00,154.82,Fuel,CA,dev_337,pos,0
358,63,2025-03-09 00:27:00,140.55,Travel,CA,dev_584,web,0
359,507,2025-03-21 20:22:00,114.84,GiftCards,US,dev_265,mobile,0
360,744,2025-01-25 15:22:00,112.34,Restaurants,US,dev_701,pos,0
